propertyCode,thumbnail,externalReference,numPhotos,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,floor,highlight,parkingSpace,newDevelopmentFinished
105849575,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/14/5a/1264879361.webp,ISH0042,24,96000.0,"{'price': {'amount': 96000.0, 'currencySuffix': '€'}}",flat,sale,91.0,True,3,1,barrio Pont Nou-Corazón de Jesús,Alicante,Elche / Elx,Elche Ciudad,es,Pont Nou-Corazón de Jesús,38.2681341,-0.7069795,False,https://www.idealista.com/inmueble/105849575/,762,"Vivienda de 80 metros cuadrados de superficie distribuido en 3 habitaciones, un baño completo con bañera y plato de ducha, salón, cocina independiente y un pequeño balcón. Equipado con ventanas de climalit, electrodomésticos y aparato de aire acondicionado. Perfectamente ubicado, en una zona con todos los servicios a pie de calle. A 5 minutos andando del centro de Elche. IDEAL COMO INVERSIÓN PARA ALQUILAR O PARA CREAR TU PROPIO HOGAR!",False,good,False,False,1055.0,{'typology': 'flat'},"{'subtitle': 'Pont Nou-Corazón de Jesús, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,2,,,
105919732,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/1d/bc/1266163321.webp,p0012,12,70000.0,"{'price': {'amount': 70000.0, 'currencySuffix': '€'}}",flat,sale,35.0,True,1,1,calle Francisco Torregrosa,Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2581936,-0.69544,False,https://www.idealista.com/inmueble/105919732/,842,"Apartamento de un dormitorio en el centro de Elche. Disponible para entrar ya. Aire acondicionado con bomba de calor, sofá-cama, lavadora, vitrocerámica, microondas, frigorífico. El apartamento tiene una cocina abierta al salón, el cual tiene mucha luz que entra por un gran ventanal. A 10 minutos andando del CEU.    - A 2 minutos andando de paradas de autobús  - 600€ con gastos de comunidad incluidos   Inmobiliaria We Care Europe. Para obtener más información no dudes en contactarnos. Hablamos Español, Inglés, Francés y Árabe.",False,good,False,False,2000.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso en calle Francisco Torregrosa'}",True,False,False,False,False,False,2,,,
103246527,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/2e/d7/1189325102.webp,M1501,19,270000.0,"{'price': {'amount': 270000.0, 'currencySuffix': '€'}}",flat,sale,132.0,True,3,2,barrio Centro,Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2630974,-0.6972912,False,https://www.idealista.com/inmueble/103246527/,281,"¡Excelente oportunidad de adquirir tu nuevo hogar en pleno centro de Elche! Este espacioso piso de 132 m² se encuentra en perfecto estado y cuenta con todas las comodidades que necesitas. Consta de 3 habitaciones, 1 baño y 1 aseo, ideal para toda la familia. La cocina está completamente equipada y dispone de una galería para mayor comodidad. Además, cuenta con aire acondicionado y armarios empotrados en todas las habitaciones. El edificio cuenta con ascensor, lo que facilita el acceso a la vivienda. No pierdas esta oportunidad de vivir en una zona céntrica y con todos los servicios cerca. ¡Ven a visitarlo ya!",False,good,False,True,2045.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,3,,,
103916505,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/d4/6e/1226587406.webp,M1522,17,189500.0,"{'price': {'amount': 189500.0, 'currencySuffix': '€'}}",flat,sale,87.0,True,2,2,barrio Centro,Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2648727,-0.6988617,False,https://www.idealista.com/inmueble/103916505/,41,"¡No pierdas la oportunidad de adquirir esta maravillosa vivienda en pleno centro de Elche! Con una superficie de 87 m², este piso cuenta con un amplio salón-comedor que te brindará comodidad y espacio para tus reuniones familiares. Además, incluye una cocina equipada para que puedas preparar tus platos favoritos sin problemas. Con 2 habitaciones y 2 baños, tendrás espacio más que suficiente para ti y tu familia.  Esta propiedad se encuentra en buen estado, prácticamente nueva, por lo que no tendrás que preocuparte por reformas. Su carpintería exterior de aluminio y climalit garantiza un aislamiento térmico y acústico óptimo.  Además, cuenta con extras como ascensor, balcón y calefacción, brindándote mayor confort en tu día a día. También cuenta con preinstalación para aire acondicionado, para que puedas adaptar la temperatura a tus necesidades.  No pierdas la oportunidad de vivir en una zona privilegiada de Elche, con todos los servicios y comodidades a tu alcance. ¡Contáctanos ahora y agenda tu visita!",False,good,False,True,2178.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,1,,,
104211161,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/41/e8/1213127993.webp,,24,265000.0,"{'price': {'amount': 265000.0, 'currencySuffix': '€'}}",flat,sale,166.0,True,3,1,"calle Mestre Albéniz, 12",Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2683182,-0.6951977,True,https://www.idealista.com/inmueble/104211161/,484,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR, PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Disponemos de una amplia cartera de inmuebles sin posesión en Alicante y en toda España, PROPIO PEQUEÑO Y GRAN INVERSOR. Alicante (cooficialmente en valenciano: Alacant)910 es una ciudad y un municipio de España, capital de la provincia homónima, en la Comunidad Valenciana. Ciudad portuaria, está situada en la costa mediterránea. Con 349 282 habitantes (INE 2023), 11 es el segundo municipio más poblado de la comunidad autónoma y el décimo del país. Forma una conurbación de 468 782 habitantes con muchas de las localidades de su comarca: San Vicente del Raspeig, San Juan de Alicante, Muchamiel y Campello. Estadísticamente se asocia también con el área metropolitana de Alicante-Elche, que cuenta con 849 053 habitantes. Es uno de los destinos turísticos más destacados de España. 12.",False,good,False,True,1596.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso en calle Mestre Albéniz, 12'}",True,False,False,False,False,False,9,,,
105301177,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/23/d2/1247970577.webp,,21,44027.0,"{'price': {'amount': 44027.0, 'currencySuffix': '€'}}",flat,sale,95.0,True,3,1,"calle Gaspar Quiles Pascual, 26",Alicante,Elche / Elx,Elche Ciudad,es,Carrús Este,38.2746106,-0.7113616,True,https://www.idealista.com/inmueble/105301177/,1497,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR, PROPIO INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Alicante (cooficialmente en valenciano: Alacant )1011 es una ciudad y un municipio de España, capital de la provincia homónima, en la Comunidad Valenciana. Ciudad portuaria, está situada en la costa mediterránea. Con 349 282 habitantes (INE 2023), 12 es el segundo municipio más poblado de la comunidad autónoma y el décimo del país. Forma una conurbación de 468 782 habitantes con muchas de las localidades de su comarca: San Vicente del Raspeig, San Juan de Alicante, Muchamiel y Campello. Estadísticamente se asocia también con el área metropolitana de Alicante-Elche, que cuenta con 849 053 habitantes. Es uno de los destinos turísticos más destacados de España.",False,renew,False,False,463.0,{'typology': 'flat'},"{'subtitle': 'Carrús Este, Elche / Elx', 'title': 'Piso en calle Gaspar Quiles Pascual, 26'}",True,False,False,False,False,False,bj,,,
104568216,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/2d/73/1241702065.webp,11303,19,98999.0,"{'price': {'amount': 98999.0, 'currencySuffix': '€'}}",flat,sale,95.0,True,3,1,barrio Carrús Oeste,Alicante,Elche / Elx,Elche Ciudad,es,Carrús Oeste,38.2678445,-0.7137503,False,https://www.idealista.com/inmueble/104568216/,1313,"La vivienda se encuentra ubicada en la zona del toscar-cortes Valencianas, rodeada de parques. Tiene una superficie habitable de unos 85 m2, distribuidos en tres dormitorios de buenas dimensiones, cocina grande, salón comedor, baño completo con plato de ducha y patio pisable. LISTA PARA ENTRAR A VIVIR, SUELO DE TERRAZO, PUERTAS DE PINO, VENTANAS DE ALUMINIO, ENTRADA DEL EDIFICIO ADAPTADA, CON ASCENSOR, PATIO PISABLE Y AMUEBLADO.",False,good,False,True,1042.0,{'typology': 'flat'},"{'subtitle': 'Carrús Oeste, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,1,,,
105227414,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/b5/49/1249881426.webp,11336,14,149000.0,"{'price': {'amount': 149000.0, 'currencySuffix': '€'}}",flat,sale,80.0,True,3,1,barrio Pont Nou-Corazón de Jesús,Alicante,Elche / Elx,Elche Ciudad,es,Pont Nou-Corazón de Jesús,38.2641677,-0.7002509,False,https://www.idealista.com/inmueble/105227414/,154,"La vivienda se encuentra ubicada junto a la calle Reina Victoria, pegada al puente del ayuntamiento, edificio con ascensor, muy luminosa, tres dormitorios, cocina, galería y un baño completo, excelente distribución, prácticamente sin pasillo, la casa esta lista para entrar a vivir, suelo de gres, ventanas de aluminio, armarios empotrados, gran galería completamente equipada con muebles a medida, etc...",False,good,False,True,1863.0,{'typology': 'flat'},"{'subtitle': 'Pont Nou-Corazón de Jesús, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,4,,,
105917365,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/0a/04/1266954396.webp,24124,23,99000.0,"{'price': {'amount': 99000.0, 'currencySuffix': '€'}}",flat,sale,170.0,True,4,2,calle Doctor Ferrán,Alicante,Elche / Elx,Elche Ciudad,es,Reina Victoria-Miguel Hernández,38.2626469,-0.7090832,False,https://www.idealista.com/inmueble/105917365/,918,"PISO EN ELCHE, AMPLIO Y LUMINOSO. La vivienda se compone de 4 habitaciones, dos de ellas muy amplias, dos baños, cocina independiente amplia y un gran espacio para cuarto de lavado que podría unirse a la cocina. Suelo cerámico,   un balcon que se comunica desde dos de las habitaciones. La vivienda es toda exterior y muy luminosa. Es primera planta con ascensor.   Todos los servicios que usted pueda necesitar, los tiene a su alcance. Muy céntrico y bien comunicado.   Una inversión estupenda para reformar con muchos m2.   Comuníquese con nosotros y le acompañamos en la venta y post venta.   Conozca lo que las personas opinan de nuestros servicios a través  de nuestras reseñas 5 estrellas de Google.",False,renew,False,True,582.0,{'typology': 'flat'},"{'subtitle': 'Reina Victoria-Miguel Hernández, Elche / Elx', 'title': 'Piso en calle Doctor Ferrán'}",False,False,False,False,False,False,,,,
105391818,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/71/65/1250684923.webp,HAOO03202MDT219-A,21,219000.0,"{'price': {'amount': 219000.0, 'currencySuffix': '€'}}",flat,sale,105.0,True,3,2,calle Martín de Torres,Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2685507,-0.6936161,False,https://www.idealista.com/inmueble/105391818/,604,"(Entre particulares, sin comisión de Compra ¡Informate!) HAOO03202MDT219 EXTERIOR RECIENTEMENTE REFORMADO, LUMINOSO Y CON ASCENSOR ¡Tu oportunidad de vivir en el hogar de tus sueños ha llegado! Descubre la amplitud y luminosidad de este exterior reformado, con todas las comodidades que necesitas. Este encantador piso en la zona de Corazón de Jesús, consta de 3 dormitorios dobles, una cocina americana y equipada, se integra perfectamente con el amplio y luminoso salón-comedor, y dos baños completos con ducha. Cuenta con calidades como armarios empotrados, aire acondicionado, ventanas de aluminio con Climalit, puerta blindada, puertas de aluminio y suelo de tarima. El edificio dispone de ascensor y videoportero. Ubicado en una de las mejores zonas de Elche, en Corazón de Jesús, cerca de el C.E.I.P Ferrández Cruz y del colegio Santa María hijas de Jesús. ¡No pierdas esta oportunidad! Solicita ya mismo una visita. Ofrecemos varias opciones de visitas a distancia, consúltanos. Destinamos el 3% de beneficio a ONG's y acción social ¿Vendes tu casa? TE ADELANTAMOS EL DINERO que necesites y devuélvelo a la venta ¡SIN INTERESES!* También REFORMAMOS, PINTAMOS, AMUEBLAMOS Y DECORAMOS GRATIS para que VENDAS MEJOR Y MÁS RÁPIDO* (sujeto a aprobación)  Este anuncio es informativo y sin valor contractual, puede contener errores. Gastos e impuestos no incluidos. ABIERTO A MEDIODÍA. Oficinas en Valencia/Gandía/Castellón. CONSENTIMIENTO PARA EL TRATAMIENTO DE DATOS PERSONALES. Para continuar debe aceptar que ha leído y está conforme con las cláusulas siguientes, entendiendo que el envío de sus datos tanto mediante email como mediante el formulario de contacto de esta web supone el consentimiento explícito para el tratamiento de los mismos en los términos y condiciones aquí expuestos así como en nuestra política de privacidad y aviso legal. Acuda a nuestra web para el texto íntegro en caso de error. HOGARABITAT SERVICIOS INMOBILIARIOS S.L. es responsable del tratamiento de los datos personales del usuario. Le informa que estos datos serán tratados de conformidad con lo dispuesto en el Reglamento (UE) 2016/679 de 27 de abril de 2016 (GDPR) y la Ley Orgánica 3/2018 de 5 de diciembre (LOPDGDD), por lo que se le facilita la siguiente información del tratamiento: Fin del tratamiento: mantener una relación comercial y el envío de comunicaciones y/o publicidad sobre nuestros productos y servicios. Criterios de conservación de los datos: se conservarán mientras exista un interés mutuo para mantener el fin del tratamiento y cuando ya no sea necesario para tal fin, se suprimirán con medidas de seguridad adecuadas para garantizar la seudonimización de los datos o la destrucción total de los mismos. No se comunicarán los datos a terceros, salvo obligación legal. Derechos que asisten al Usuario: - A retirar el consentimiento en cualquier momento. - De acceso, rectificación, portabilidad y supresión de sus datos y a la limitación u oposición a su tratamiento. - A presentar una reclamación ante la Autoridad de control (agpd.es) si considera que el tratamiento no se ajusta a la normativa vigente. Datos de contacto para ejercer sus derechos: HOGARABITAT SERVICIOS INMOBILIARIOS S.L. AV. PÉREZ GALDOS, 42 46008 VALENCIA. Email:  We speak English Nous parlons Français Мы говорим на русском Wij spreken Nederlands 我们提供中文服务。  نتكلم العربية Amplia gama de servicios: Compraventa, Alquiler, Financiación, Certificados de Eficiencia Energética, Herencias y Donaciones, Gestoría, Capitales Privados, Inversores, Cancelación de Embargos, etc.",False,good,False,True,2086.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso en calle Martín de Torres'}",False,False,False,False,False,False,3,,,
105548787,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/f1/c8/1255780743.webp,HAOO0320ESP139-A,54,139000.0,"{'price': {'amount': 139000.0, 'currencySuffix': '€'}}",flat,sale,69.0,True,3,2,calle Espronceda,Alicante,Elche / Elx,Elche Ciudad,es,Reina Victoria-Miguel Hernández,38.2618637,-0.7076104,False,https://www.idealista.com/inmueble/105548787/,832,"Entre particulares, sin comisión de compra ¡Infórmate! HAOO0320ESP139 REFORMA A ESTRENAR CON BALCÓN EN EL CENTRO     ¡Bienvenido al centro de Elche, donde te espera este piso con reforma a estrenar, es la oportunidad perfecta para iniciar una nueva etapa en un espacio completamente renovado! Consta de tres dormitorios, un baño completo con ducha, un aseo y un salón-comedor con salida a balcón. También dispone de una moderna cocina americana equipada, lista para que prepares tus recetas favoritas. Exterior y muy luminoso. Dispone de aires acondicionados, ventanas de PVC con cristales climalit, puertas de madera, suelo de cerámicos y puerta blindada. Tubería del la finca ha cambiado totalmente. La instalación eléctrica tipo Smart con control de la aplicación móvil crean un ambiente acogedor y moderno. nueva. Segunda en el edificio sin ascensor ubicado en pleno centro de Elche, te sitúa cerca de todas las comodidades y servicios que necesitas. ¡No pierdas la oportunidad de hacer de este piso tu nuevo hogar! Contacta hoy mismo para obtener más información. Ofrecemos varias opciones de visitas a distancia, consúltanos. Destinamos el 3% de beneficio a ONG's y acción social ¿Vendes tu casa? TE ADELANTAMOS EL DINERO que necesites y devuélvelo a la venta ¡SIN INTERESES!* También REFORMAMOS, PINTAMOS, AMUEBLAMOS Y DECORAMOS GRATIS para que VENDAS MEJOR Y MÁS RÁPIDO* (sujeto a aprobación)  Este anuncio es informativo y sin valor contractual, puede contener errores. Gastos e impuestos no incluidos. ABIERTO A MEDIODÍA. Oficinas en Valencia/Gandía/Castellón. CONSENTIMIENTO PARA EL TRATAMIENTO DE DATOS PERSONALES. Para continuar debe aceptar que ha leído y está conforme con las cláusulas siguientes, entendiendo que el envío de sus datos tanto mediante email como mediante el formulario de contacto de esta web supone el consentimiento explícito para el tratamiento de los mismos en los términos y condiciones aquí expuestos así como en nuestra política de privacidad y aviso legal. Acuda a nuestra web para el texto íntegro en caso de error. HOGARABITAT SERVICIOS INMOBILIARIOS S.L. es responsable del tratamiento de los datos personales del usuario. Le informa que estos datos serán tratados de conformidad con lo dispuesto en el Reglamento (UE) 2016/679 de 27 de abril de 2016 (GDPR) y la Ley Orgánica 3/2018 de 5 de diciembre (LOPDGDD), por lo que se le facilita la siguiente información del tratamiento: Fin del tratamiento: mantener una relación comercial y el envío de comunicaciones y/o publicidad sobre nuestros productos y servicios. Criterios de conservación de los datos: se conservarán mientras exista un interés mutuo para mantener el fin del tratamiento y cuando ya no sea necesario para tal fin, se suprimirán con medidas de seguridad adecuadas para garantizar la seudonimización de los datos o la destrucción total de los mismos. No se comunicarán los datos a terceros, salvo obligación legal. Derechos que asisten al Usuario: - A retirar el consentimiento en cualquier momento. - De acceso, rectificación, portabilidad y supresión de sus datos y a la limitación u oposición a su tratamiento. - A presentar una reclamación ante la Autoridad de control (agpd.es) si considera que el tratamiento no se ajusta a la normativa vigente. Datos de contacto para ejercer sus derechos: HOGARABITAT SERVICIOS INMOBILIARIOS S.L. AV. PÉREZ GALDOS, 42 46008 VALENCIA. Email:  We speak English Nous parlons Français Мы говорим на русском Wij spreken Nederlands 我们提供中文服务。  نتكلم العربية Amplia gama de servicios: Compraventa, Alquiler, Financiación, Certificados de Eficiencia Energética, Herencias y Donaciones, Gestoría, Capitales Privados, Inversores, Cancelación de Embargos, etc.",False,good,False,False,2014.0,{'typology': 'flat'},"{'subtitle': 'Reina Victoria-Miguel Hernández, Elche / Elx', 'title': 'Piso en calle Espronceda'}",False,False,False,False,False,False,2,,,
105576822,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/ff/34/1256705759.webp,EX241507E,16,84000.0,"{'price': {'amount': 84000.0, 'currencySuffix': '€'}}",flat,sale,92.0,True,4,1,barrio Raval de Santa Teresa-El Asilo,Alicante,Elche / Elx,Elche Ciudad,es,Raval de Santa Teresa-El Asilo,38.2620004,-0.7047155,False,https://www.idealista.com/inmueble/105576822/,607,"Se vende piso en buen estado de conservación situado en la zona de la universidad CEU. Piso de 4 habitaciones 3 de ellas amplias, un salón, cocina y un cuarto de baño. La casa también dispone de una galería. Se vende amueblada. Cuarto piso sin ascensor, una vivienda por planta. Si desean más información no duden en contactar con nosotros!",False,good,False,False,913.0,{'typology': 'flat'},"{'subtitle': 'Raval de Santa Teresa-El Asilo, Elche / Elx', 'title': 'Piso'}",True,False,True,False,False,False,4,,,
105915357,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/fd/ae/1266899488.webp,060924VE,37,525000.0,"{'price': {'amount': 525000.0, 'currencySuffix': '€'}}",flat,sale,240.0,True,4,2,barrio Centro,Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2648342,-0.6965113,False,https://www.idealista.com/inmueble/105915357/,228,"Se vende la joya de centro dee ELCHE. LA VIVIENDA ESTA EN CENTRO DE CORAZON DE LA CIUDAD. La vivienda tiene 260 m2. de superficie distribuidos en un gran salón-comedor con dos espacios diferenciados gran balcón acristalado y mirador con vistas a plaza central de Elche, precioso recibidor con suelos de mármol natural y gran cocina equipada con una generosa y luminosa galería. Dispone de 4 habitaciones dobles, la principal con baño en-suite baño y conectada con otra habitación con espacio más que suficiente para poder convertirlo en un vestidor grande, otra de las habitaciones dobles tiene salida directa al balcón acristalado con frente a la Glorieta, cocina con despensa y 2 baños completos (uno en suite).",False,good,False,True,2188.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso'}",False,False,False,False,False,False,3,,,
93771243,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/dc/cd/871420344.webp,V33 6ª esc 2B,23,400000.0,"{'price': {'amount': 400000.0, 'currencySuffix': '€'}}",flat,sale,165.0,True,4,2,calle Louis Pasteur esquina C/ Antonio Buero Vallejo s/n,Alicante,Elche / Elx,Elche Ciudad,es,Portes Encarnades-Torreta-Portalada,38.2522789,-0.6949093,True,https://www.idealista.com/obra-nueva/93771243/,1483,"¿Quieres una vivienda amplia, con amplias y soleadas terrazas en invierno? , ¿quieres una zona de día, salón-comedor-cocina, de hasta 52m2, un dormitorio principal con vestidor, un trastero en tu propia vivienda, personalizar tus acabados y distribución? ¿Quieres aparcar tu coche y que el ascensor te lleve a la puerta de tu casa? ¿Quieres una urbanización con 2 piscinas, césped artificial, zona de barbacoa y barra, lounge con camas balinesas y tumbonas? ¿Quieres un castillo de juegos para tus hijos, mientras tú disfrutas leyendo un libro bajo la agradable sombra de metros y metros de pérgola, estar rodeado de plantas y palmeras o bien llegar con tu bici y dejarla directamente en el parking de bicicletas? ¿Quieres una sala polivalente para hacer deporte o celebrar eventos, reuniones o una ludoteca? Lo dejamos a tu elección. Residencial Vive te da la oportunidad de vivir tu estilo de vida, ahora y siempre tú eres el protagonista. El Residencial Vive está ubicado en Elche, concretamente en el barrio de la Torreta entre las calles Louis Pasteur y Antonio Buero Vallejo. Rápido acceso en coche a la ronda sur, que conecta con todas las autovías rodean Elche. Muy cerca de numerosos huertos de palmeras protegidos por la UNESCO y el cauce del rio Vinalapó, ideal para practicar deporte al aire libre. Junto al barrio de puertas coloradas dónde puedes encontrar todos los servicios que precises. A tan sólo 15minutos andando del centro de Elche, a 10 minutos del centro de salud del Rabal. El Residencial consta de 43 viviendas de 2,3 y 4 dormitorios, plantas bajas, pisos, áticos y sobre áticos, plazas de parking y trasteros.",False,newdevelopment,True,True,2424.0,{'typology': 'flat'},"{'subtitle': 'Portes Encarnades-Torreta-Portalada, Elche / Elx', 'title': 'Piso en calle Louis Pasteur esquina C/ Antonio Buero Vallejo s/n'}",True,False,False,False,False,False,6,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
105904467,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/25/20/1266531999.webp,AR02299,34,87000.0,"{'price': {'amount': 87000.0, 'currencySuffix': '€'}}",flat,sale,99.0,True,4,1,calle Vicente Antón Selva,Alicante,Elche / Elx,Elche Ciudad,es,Portes Encarnades-Torreta-Portalada,38.2551719,-0.6982113,False,https://www.idealista.com/inmueble/105904467/,1118,"Este piso ubicado en las puertas coloras, es un tercero real sin ascensor, pero una vez llegas, te encuentras con un hogar muy acogedor. Tiene 4 dormitorios, lo que ofrece espacio más que suficiente para una familia numerosa o para tener un par de habitaciones extra como oficina o cuarto de hobbies. La cocina y el baño han sido renovados,con un toque que contrasta de maravilla con el resto de la vivienda. La cocina tiene ese aire fresco y actual, perfecta para quienes disfrutan cocinando o quieren un espacio cómodo y práctico. El baño, por su parte, también ha sido renovado, haciendo que sea un lugar agradable y relajante. Uno de los grandes pluses del piso es su balcón, donde puedes relajarte al final del día o disfrutar de un buen café por las mañanas. Además, al tener orientación sur, te garantiza una estupenda luz natural durante prácticamente todo el día, lo que hace que cada rincón del piso se sienta luminoso y cálido. Este es el hogar perfecto para quienes valoran la tranquilidad, el espacio y un entorno bien comunicado. ¡No dejes escapar esta oportunidad! En resumen, un hogar tranquilo, rodeado de servicios, un piso funcional, bien cuidado que hacen que sea un lugar cómodo para vivir. ¡Sin duda, merece la pena! !Llámame y estaré encantado de acompañarte a tu nuevo hogar¡ **INFORMACIÓN ADICIONAL: 1.-La oferta está sujeta a cambios de precio o retirada del mercado sin aviso previo. 2.-Los datos expuestos incluidas superficies tienen carácter meramente orientativo. 3.-El mobiliario, electrodomésticos, enseres y los objetos de decoración pueden no estar incluidos en el precio. 4.-El precio publicitado no incluye impuestos ni gastos de honorarios de notaría y registro. Corresponde al comprador el pago de los siguientes impuestos y gastos: En viviendas de obra nueva: el pago del IVA, AJD, honorarios de notaría, gestión y registro. En viviendas de segunda mano: el pago del ITP, honorarios de notaría, gestión y registro. 5.- Previo a la firma de las arras se le indicara al cliente comprador los datos del administrador de fincas o presidente de la comunidad para que este bien informado de la situación actual y futura del inmueble en la comunidad 6.-En caso de posibles futuras derramas, las derramas las asume quien tenga la propiedad en el momento del devengo. En cuanto al estado físico del inmueble se entrega conforme comprueben el estado actual de la visita cuando pueden comprobar el funcionamiento o no de lo que dispone el inmueble. Solicitar información al comercial.",False,good,False,False,879.0,{'typology': 'flat'},"{'subtitle': 'Portes Encarnades-Torreta-Portalada, Elche / Elx', 'title': 'Piso en calle Vicente Antón Selva'}",True,False,True,False,False,False,4,,,
104884056,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/e1/0f/1234856358.webp,3009_004669,21,120000.0,"{'price': {'amount': 120000.0, 'currencySuffix': '€'}}",flat,sale,93.0,True,3,4,"calle Juan Ramón Jiménez, 2",Alicante,Elche / Elx,Elche Ciudad,es,Centro,38.2633192,-0.6991638,True,https://www.idealista.com/inmueble/104884056/,210,"Piso entresuelo en el centro de Elche,  Te presentamos un fantástico entresuelo frente al antiguo cine Alcázar, junto al puente de la virgen y entre la estatua de canto y el inicio de la calle Ángel a tan solo 50 metros de la ladera del rio, a una distancia de 100 metros de la universidad CEU, 150 metros del ayuntamiento de Elche, 250 metros del centro de congresos, 150 metros plaza del Raval, lo dicho centro centro.  La vivienda está reformada y totalmente diáfana para que puedas diseñarla a tu gusto (ejemplo de proyecto en galería de fotos ) con unos 10 metros de fachada y con patio pisable.  Sin duda una auténtica oportunidad para crear tu nuevo hogar en el centro de la ciudad.  No dudes en visitarlo.",False,good,False,True,1290.0,{'typology': 'flat'},"{'subtitle': 'Centro, Elche / Elx', 'title': 'Piso en calle Juan Ramón Jiménez, 2'}",True,False,False,False,False,False,2,,,
105811117,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/f2/e6/1263717569.webp,OK1PALICANTE21,21,37000.0,"{'price': {'amount': 37000.0, 'currencySuffix': '€'}}",flat,sale,93.0,True,4,1,calle José Romero López,Alicante,Elche / Elx,Elche Ciudad,es,Los Magros-Casablanca,38.2752002,-0.7041917,False,https://www.idealista.com/inmueble/105811117/,1197,"Oportunidad de inversión: inmueble ocupado Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Piso en Elx, Alicante, idóneo para familias. El inmueble consta de 93 m² construidos distribuidos en cuatro habitaciones, salón-comedor, cocina y un aseo. Está situado en el centro de Elx al lado de El Palmerar, en sus alrededores encontramos la escuela CEIP Ausiàs March, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de tren Elche/Elx Carrus. Cuenta con fácil acceso a CV-8615.",False,renew,False,False,398.0,{'typology': 'flat'},"{'subtitle': 'Los Magros-Casablanca, Elche / Elx', 'title': 'Piso en calle José Romero López'}",True,False,False,False,False,False,3,,,
